name,japanese_name,pokedex_number,generation,type1,type2,fully_evolved,weight_kg,height_m,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,exp_growth,base_happiness,base_egg_steps,percentage_male,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,is_legendary
Furfrou,Trimmienトリミアン,676,6,normal,NT2,1,28.0,1.2,75,80,60,65,90,102,472,160.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Espurr,Nyasperニャスパー,677,6,psychic,NT2,0,3.5,0.3,62,48,54,63,60,68,355,190.0,1000000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Meowstic,Nyaonixニャオニクス,678,6,psychic,NT2,1,8.5,0.6,74,48,76,83,81,104,466,75.0,1000000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Honedge,Hitotsukiヒトツキ,679,6,steel,ghost,0,2.0,0.8,45,80,100,35,37,28,325,180.0,1000000,70,5120,50.0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0
Doublade,Nidangillニダンギル,680,6,steel,ghost,0,4.5,0.8,59,110,150,45,49,35,448,90.0,1000000,70,5120,50.0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0
Aegislash,Gillgardギルガルド,681,6,steel,ghost,1,53.0,1.7,60,50,150,50,150,60,520,45.0,1000000,70,5120,50.0,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0,0
Spritzee,Shushupuシュシュプ,682,6,fairy,NT2,0,0.5,0.2,78,52,60,63,65,23,341,200.0,1000000,70,5120,50.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Aromatisse,Frefuwanフレフワン,683,6,fairy,NT2,1,15.5,0.8,101,72,72,99,89,29,462,140.0,1000000,70,5120,50.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Swirlix,Peroppafuペロッパフ,684,6,fairy,NT2,0,3.5,0.4,62,48,66,59,57,49,341,200.0,1000000,70,5120,50.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Slurpuff,Peroreamペロリーム,685,6,fairy,NT2,1,5.0,0.8,82,80,86,85,75,72,480,140.0,1000000,70,5120,50.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Inkay,Maaiikaマーイーカ,686,6,dark,psychic,0,3.5,0.4,53,54,53,37,46,45,288,190.0,1000000,70,5120,50.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Malamar,Calamaneroカラマネロ,687,6,dark,psychic,1,47.0,1.5,86,92,88,68,75,73,482,80.0,1000000,70,5120,50.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0
Binacle,Kameteteカメテテ,688,6,rock,water,0,31.0,0.5,42,52,67,39,56,50,306,120.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0
Barbaracle,Gamenodesガメノデス,689,6,rock,water,1,96.0,1.3,72,105,115,54,86,68,500,45.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0
Skrelp,Kuzumoクズモー,690,6,poison,water,0,7.3,0.5,50,60,60,60,60,30,320,225.0,1000000,70,5120,50.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0
Dragalge,Dramidoroドラミドロ,691,6,poison,dragon,1,81.5,1.8,65,75,90,97,123,44,494,55.0,1000000,70,5120,50.0,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,0
Clauncher,Udeppouウデッポウ,692,6,water,NT2,0,8.3,0.5,50,53,62,58,63,44,330,225.0,1250000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Clawitzer,Blosterブロスター,693,6,water,NT2,1,35.3,1.3,71,73,88,120,89,59,500,55.0,1250000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Helioptile,Erikiteruエリキテル,694,6,electric,normal,0,6.0,0.5,44,38,33,61,43,70,289,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Heliolisk,Elezardエレザード,695,6,electric,normal,1,21.0,1.0,62,55,52,109,94,109,481,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Tyrunt,Chigorasチゴラス,696,6,rock,dragon,0,26.0,0.8,58,89,77,45,45,48,362,45.0,1000000,70,7680,88.1,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,0
Tyrantrum,Gachigorasガチゴラス,697,6,rock,dragon,1,270.0,2.5,82,121,119,69,59,71,521,45.0,1000000,70,7680,88.1,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0,0
Amaura,Amarusアマルス,698,6,rock,ice,0,25.2,1.3,77,59,50,67,63,46,362,45.0,1000000,70,7680,88.1,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,0
Aurorus,Amarurugaアマルルガ,699,6,rock,ice,1,225.0,2.7,123,77,72,99,92,58,521,45.0,1000000,70,7680,88.1,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0,0
Sylveon,Nymphiaニンフィア,700,6,fairy,NT2,1,23.5,1.0,95,65,65,110,130,60,525,45.0,1000000,70,8960,88.1,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Hawlucha,Luchabullルチャブル,701,6,fighting,flying,1,21.5,0.8,78,92,75,74,63,118,500,100.0,1000000,70,5120,50.0,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0
Dedenne,Dedenneデデンネ,702,6,electric,fairy,1,2.2,0.2,67,58,57,81,67,101,431,180.0,1000000,70,5120,50.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0
Carbink,Melecieメレシー,703,6,rock,fairy,1,5.7,0.3,50,50,150,50,150,50,500,60.0,1250000,70,6400,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,0
Goomy,Numeraヌメラ,704,6,dragon,NT2,0,2.8,0.3,45,50,35,55,75,40,300,45.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Sliggoo,Numeilヌメイル,705,6,dragon,NT2,0,17.5,0.8,68,75,53,83,113,60,452,45.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Goodra,Numelgonヌメルゴン,706,6,dragon,NT2,1,150.5,2.0,90,100,70,110,150,80,600,45.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Klefki,Cleffyクレッフィ,707,6,steel,fairy,1,3.0,0.2,57,80,91,80,87,75,470,75.0,800000,70,5120,50.0,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0
Phantump,Bokureiボクレー,708,6,ghost,grass,0,7.0,0.4,43,70,48,50,60,38,309,120.0,1000000,70,5120,50.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0
Trevenant,Ohrotオーロット,709,6,ghost,grass,1,71.0,1.5,85,110,76,65,82,56,474,60.0,1000000,70,5120,50.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0
Pumpkaboo,Bakecchaバケッチャ,710,6,ghost,grass,0,15.0,0.8,44,66,70,44,55,56,335,120.0,1000000,70,5120,50.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0
Gourgeist,Pumpjinパンプジン,711,6,ghost,grass,1,39.0,1.7,55,85,122,58,75,99,494,60.0,1000000,70,5120,50.0,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0
Bergmite,Kachikohruカチコール,712,6,ice,NT2,0,99.5,1.0,55,69,85,32,35,28,304,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Avalugg,Crebaseクレベース,713,6,ice,NT2,1,505.0,2.0,95,117,184,44,46,28,514,55.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Noibat,Onbatオンバット,714,6,flying,dragon,0,8.0,0.5,40,30,35,45,40,55,245,190.0,1000000,70,5120,50.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0
Noivern,Onvernオンバーン,715,6,flying,dragon,1,85.0,1.5,85,70,80,97,80,123,535,45.0,1000000,70,5120,50.0,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0
Xerneas,Xerneasゼルネアス,716,6,fairy,NT2,1,215.0,3.0,126,131,95,131,98,99,680,45.0,1250000,0,30720,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1
Yveltal,Yveltalイベルタル,717,6,dark,flying,1,203.0,5.8,126,131,95,131,98,99,680,45.0,1250000,0,30720,0.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1
Zygarde,Zygarde (10% Forme)ジガルデ,718,6,dragon,ground,1,284.6,5.0,108,100,121,81,95,95,600,3.0,1250000,0,30720,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0,1
Diancie,Diancieディアンシー,719,6,rock,fairy,1,8.8,0.7,50,100,150,100,150,50,600,3.0,1250000,70,6400,0.0,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0,1
Hoopa,Hoopa (imashimerareshi Hoopa)フーパ,720,6,psychic,ghost,1,9.0,0.5,80,110,60,150,130,70,600,3.0,1250000,100,30720,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1
Volcanion,Volcanionボルケニオン,721,6,fire,water,1,195.0,1.7,80,110,120,130,90,70,600,3.0,1250000,100,30720,0.0,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1
Rowlet,Mokurohモクロー,722,7,grass,flying,0,1.5,0.3,68,55,55,50,50,42,320,45.0,1059860,70,3840,88.1,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,0
Dartrix,Fukuthrowフクスロー,723,7,grass,flying,0,16.0,0.7,78,75,75,70,70,52,420,45.0,1059860,70,3840,88.1,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5,0
Decidueye,Junaiperジュナイパー,724,7,grass,ghost,1,36.6,1.6,78,107,75,100,100,70,530,45.0,1059860,70,3840,88.1,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,0
Litten,Nyabbyニャビー,725,7,fire,NT2,0,4.3,0.4,45,65,40,60,40,70,320,45.0,1059860,70,3840,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Torracat,Nyaheatニャヒート,726,7,fire,NT2,0,25.0,0.7,65,85,50,80,50,90,420,45.0,1059860,70,3840,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Incineroar,Gaogaenガオガエン,727,7,fire,dark,1,83.0,1.8,95,115,90,80,90,60,530,45.0,1059860,70,3840,88.1,1.0,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.0,2.0,0.5,2.0,0
Popplio,Ashimariアシマリ,728,7,water,NT2,0,7.5,0.4,50,54,54,66,56,40,320,45.0,1059860,70,3840,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Brionne,Osyamariオシャマリ,729,7,water,NT2,0,17.5,0.6,60,69,69,91,81,50,420,45.0,1059860,70,3840,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Primarina,Ashireneアシレーヌ,730,7,water,fairy,1,44.0,1.8,80,74,74,126,116,60,530,45.0,1059860,70,3840,88.1,0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0
Pikipek,Tsutsukeraツツケラ,731,7,normal,flying,0,1.2,0.3,35,75,30,30,30,65,265,255.0,1000000,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Trumbeak,Kerarappaケララッパ,732,7,normal,flying,0,14.8,0.6,55,85,50,40,50,75,355,120.0,1000000,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Toucannon,Dodekabashiドデカバシ,733,7,normal,flying,1,26.0,1.1,80,120,75,75,75,60,485,45.0,1000000,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Yungoos,Youngooseヤングース,734,7,normal,NT2,0,6.0,0.4,48,70,30,30,30,45,253,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Gumshoos,Dekagooseデカグース,735,7,normal,NT2,1,14.2,0.7,88,110,60,55,60,45,418,127.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Grubbin,Agojimushiアゴジムシ,736,7,bug,NT2,0,4.4,0.4,47,62,45,55,45,46,300,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Charjabug,Dendimushiデンヂムシ,737,7,bug,electric,0,10.5,0.5,57,82,95,55,75,36,400,120.0,1000000,70,3840,50.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0
Vikavolt,Kuwagannonクワガノン,738,7,bug,electric,1,45.0,1.5,77,70,90,145,75,43,500,45.0,1000000,70,3840,50.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0
Crabrawler,Makenkaniマケンカニ,739,7,fighting,NT2,0,7.0,0.6,47,82,57,42,47,63,338,225.0,1000000,70,5120,50.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Crabominable,Kekenkaniケケンカニ,740,7,fighting,ice,1,180.0,1.7,97,132,77,62,67,43,478,60.0,1000000,70,5120,50.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,1.0,0
Oricorio,Odoridori (pachipachi Style)オドリドリ,741,7,fire,flying,1,3.4,0.6,75,70,70,98,70,93,476,45.0,1000000,70,5120,24.6,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0
Cutiefly,Abulyアブリー,742,7,bug,fairy,0,0.2,0.1,40,45,40,55,40,84,304,190.0,1000000,70,5120,50.0,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0
Ribombee,Aburibbonアブリボン,743,7,bug,fairy,1,0.5,0.2,60,55,60,95,70,124,464,75.0,1000000,70,5120,50.0,0.5,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0
Rockruff,Iwankoイワンコ,744,7,rock,NT2,0,9.2,0.5,45,65,40,30,40,60,280,190.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Lycanroc,Lugarugan (mahiru No Sugata)ルガルガン,745,7,rock,NT2,1,25.0,0.8,75,115,65,55,65,112,487,90.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,0
Wishiwashi,Yowashi (tandoku No Sugata)ヨワシ,746,7,water,NT2,1,0.3,0.2,45,20,20,25,25,40,175,60.0,800000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Mareanie,Hidoideヒドイデ,747,7,poison,water,0,8.0,0.4,50,53,62,43,52,45,305,190.0,1000000,70,5120,50.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0
Toxapex,Dohidoideドヒドイデ,748,7,poison,water,1,14.5,0.7,50,63,152,53,142,35,495,75.0,1000000,70,5120,50.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0
Mudbray,Dorobankoドロバンコ,749,7,ground,NT2,0,110.0,1.0,70,100,70,45,55,45,385,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Mudsdale,Banbadoroバンバドロ,750,7,ground,NT2,1,920.0,2.5,100,125,100,55,85,35,500,60.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Dewpider,Shizukumoシズクモ,751,7,water,bug,0,4.0,0.3,38,40,52,40,72,27,269,200.0,1000000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0
Araquanid,Onishizukumoオニシズクモ,752,7,water,bug,1,82.0,1.8,68,70,92,50,132,42,454,100.0,1000000,70,3840,50.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0
Fomantis,Karikiriカリキリ,753,7,grass,NT2,0,1.5,0.3,40,55,35,50,35,35,250,190.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Lurantis,Lalantesラランテス,754,7,grass,NT2,1,18.5,0.9,70,105,90,80,90,45,480,75.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Morelull,Nemasyuネマシュ,755,7,grass,fairy,0,1.5,0.2,40,35,55,65,75,15,285,190.0,1000000,70,5120,50.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,0
Shiinotic,Mashadeマシェード,756,7,grass,fairy,1,11.5,1.0,60,45,80,90,100,30,405,75.0,1000000,70,5120,50.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,0
Salandit,Yatoumoriヤトウモリ,757,7,poison,fire,0,4.8,0.6,48,44,40,71,40,77,320,120.0,1000000,70,5120,88.1,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,0
Salazzle,Ennewtエンニュート,758,7,poison,fire,1,22.2,1.2,68,64,60,111,60,117,480,45.0,1000000,70,5120,0.0,0.25,1.0,1.0,1.0,0.25,0.5,0.5,1.0,1.0,0.25,4.0,0.5,1.0,0.5,2.0,2.0,0.5,2.0,0
Stufful,Nuikogumaヌイコグマ,759,7,normal,fighting,0,6.8,0.5,70,75,50,45,50,50,340,140.0,1000000,70,3840,50.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Bewear,Kiterugumaキテルグマ,760,7,normal,fighting,1,135.0,2.1,120,125,80,55,60,60,500,70.0,1000000,70,3840,50.0,0.5,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Bounsweet,Amakajiアマカジ,761,7,grass,NT2,0,3.2,0.3,42,30,38,30,38,32,210,235.0,1059860,70,5120,0.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Steenee,Amamaikoアママイコ,762,7,grass,NT2,0,8.2,0.7,52,40,48,40,48,62,290,120.0,1059860,70,5120,0.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Tsareena,Amajoアマージョ,763,7,grass,NT2,1,21.4,1.2,72,120,98,50,98,72,510,45.0,1059860,70,5120,0.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Comfey,Cuwawaキュワワー,764,7,fairy,NT2,1,0.3,0.1,51,52,90,82,110,100,485,60.0,800000,70,5120,24.6,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Oranguru,Yareyuutanヤレユータン,765,7,normal,psychic,1,76.0,1.5,90,60,80,90,110,60,490,45.0,1250000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Passimian,Nagetukesaruナゲツケサル,766,7,fighting,NT2,1,82.8,2.0,100,120,90,40,60,80,490,45.0,1250000,70,5120,50.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Wimpod,Kosokumushiコソクムシ,767,7,bug,water,0,12.0,0.5,25,35,40,20,30,80,230,90.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0
Golisopod,Gusokumushaグソクムシャ,768,7,bug,water,1,108.0,2.0,75,125,140,60,90,40,530,45.0,1000000,70,5120,50.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0
Sandygast,Sunabaスナバァ,769,7,ghost,ground,0,70.0,0.5,55,55,80,70,45,15,320,140.0,1000000,70,3840,50.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0
Palossand,Sirodethnaシロデスナ,770,7,ghost,ground,1,250.0,1.3,85,75,110,100,75,35,480,60.0,1000000,70,3840,50.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0
